ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,potability
7.39,293.73,154.74,3.71,645.88,279.08,11.54,228.18,0.88,0
6.07,49.23,150.52,0.62,106.58,816.51,4.54,55.24,1.58,0
6.3,1001.78,158.98,2.74,69.27,2009.09,1.72,21.65,2.43,0
6.17,140.57,376.19,4.02,153.85,2155.11,4.38,90.66,2.74,0
7.79,242.66,111.04,0.92,327.31,2406.43,7.02,78.6,0.65,0
6.44,620.82,793.74,2.4,347.22,1960.63,10.92,111.93,1.49,0
5.79,248.6,120.01,2.68,291.02,1165.66,8.39,94.07,1.01,0
7.36,304.96,142.89,0.81,58.33,564.53,0.76,88.37,1.29,1
6.97,269.2,136.69,2.23,364.81,2221.99,8.71,44.73,5.63,0
6.97,289.72,309.66,1.98,27.5,700.59,13.75,69.99,1.82,0
8.01,142.56,183.55,6.43,270.64,1471.51,1.17,24.73,0.1,0
6.66,86.5,166.6,2.73,212.51,2020.33,10.95,18.21,5.41,0
7.24,70.27,318.79,1.11,146.51,351.87,10.08,109.99,3.22,0
5.52,595.8,88.49,1.95,387.92,1979.22,7.82,29.61,4.11,0
5.49,360.05,223.51,4.0,210.23,1725.45,5.96,121.76,0.2,0
7.98,93.17,257.31,1.3,50.02,325.09,9.92,71.39,2.17,1
9.08,202.89,733.62,1.48,317.15,636.74,0.78,90.74,0.01,0
6.91,253.39,898.47,3.12,382.25,2239.47,6.65,29.86,2.9,0
6.47,245.24,175.31,3.84,168.5,1053.93,2.71,51.58,1.05,1
8.97,408.85,940.86,2.89,192.0,1244.63,5.12,72.19,1.16,0
5.99,412.59,155.44,0.94,326.29,453.74,3.04,120.39,1.63,0
8.35,736.2,202.94,2.09,302.19,1785.18,9.01,73.43,4.53,0
6.58,208.93,310.39,2.88,102.23,1618.45,10.94,110.06,9.34,0
6.19,279.76,85.69,5.91,308.02,1471.69,3.13,6.8,0.88,0
8.29,429.37,570.86,3.09,360.62,1885.91,9.24,114.07,0.33,0
6.43,246.24,982.55,2.38,373.38,886.21,10.51,74.76,1.34,0
6.46,213.63,177.36,1.49,197.59,1533.03,9.01,0.09,2.41,1
,598.37,164.29,2.91,377.96,1482.23,9.92,95.71,1.14,0
8.48,305.35,372.74,0.88,172.78,764.03,6.3,79.5,2.59,0
8.29,283.01,370.78,2.7,273.18,64.15,4.39,56.98,0.23,0
7.44,979.47,377.48,2.94,538.04,351.93,6.72,27.53,4.37,0
6.5,150.42,302.01,0.04,235.77,2616.72,6.61,54.19,2.13,0
8.58,80.5,185.49,1.29,694.6,1288.7,3.13,111.6,2.2,0
7.26,807.33,189.09,2.93,317.08,1053.29,4.38,30.13,3.56,0
8.4,572.01,971.43,2.74,60.1,1329.42,1.21,66.24,4.59,0
,427.78,902.53,4.29,278.09,2082.26,3.98,70.95,0.19,0
9.22,396.77,117.89,2.3,325.17,2296.29,0.27,9.31,0.47,0
7.82,457.84,375.71,1.27,208.79,366.06,8.77,98.98,3.85,0
7.21,107.09,397.45,1.97,440.76,1312.7,3.05,90.82,3.93,0
7.14,101.04,747.01,1.22,40.13,696.37,2.2,103.97,0.08,0
6.16,319.47,373.12,4.24,288.54,265.18,9.31,10.37,4.27,0
6.54,214.55,1067.81,4.15,151.75,1796.14,11.3,76.66,1.35,0
7.81,330.78,194.26,3.01,381.53,258.12,10.17,120.54,1.0,0
8.43,817.68,205.64,1.52,380.89,1190.22,11.15,85.39,2.43,0
6.14,383.16,191.88,4.06,366.13,549.55,11.76,19.44,5.18,0
8.16,364.95,141.84,2.28,77.79,2596.35,7.25,104.69,3.52,0
7.97,189.9,208.11,2.19,286.18,2100.23,4.24,53.44,10.71,0
8.66,167.36,303.11,3.3,772.93,271.7,6.19,116.23,3.54,0
7.64,47.68,166.74,4.2,78.03,620.41,10.88,104.58,3.48,0
5.98,810.82,144.93,2.7,781.39,106.32,0.29,104.96,9.66,0
7.06,519.43,1007.91,2.64,203.42,2317.96,7.87,5.17,2.34,0
7.57,440.07,94.44,0.76,688.3,1860.95,5.72,8.35,2.42,0
7.44,389.96,323.72,4.38,279.67,1767.34,11.36,202.57,4.28,0
,448.55,378.45,4.08,72.01,492.7,4.22,94.49,1.95,0
7.48,280.33,225.91,1.49,280.65,1552.29,7.36,81.34,1.9,1
7.22,230.35,1045.82,3.24,48.61,2654.29,8.23,120.74,0.57,0
7.87,690.83,149.97,1.77,328.0,779.15,7.57,111.1,0.04,0
8.98,702.12,103.23,4.27,339.44,1390.64,7.65,114.74,3.68,0
6.68,431.57,93.09,4.08,159.73,2628.83,11.52,32.04,1.94,0
7.3,66.64,470.91,1.33,354.4,2020.81,7.67,81.82,4.92,0
6.62,678.32,586.77,3.84,69.2,1571.6,10.67,161.82,3.85,0
6.28,158.32,380.14,0.82,305.4,1977.33,8.29,7.26,4.29,0
6.25,422.36,1092.23,1.68,157.16,2214.28,11.58,125.39,4.51,0
8.3,160.1,100.57,1.66,303.7,1495.62,14.96,114.45,0.73,0
5.18,651.41,235.49,2.38,396.45,987.07,11.34,25.4,4.02,0
7.87,278.05,58.79,3.03,393.98,1481.39,0.0,126.66,2.0,0
6.87,337.59,67.86,4.39,89.47,2758.91,7.45,63.76,3.6,0
9.23,193.51,141.89,1.11,362.82,1194.01,10.19,57.98,2.15,0
8.17,1039.73,201.33,3.58,231.06,409.39,3.73,3.74,1.97,0
6.59,422.27,342.15,1.45,233.83,1969.05,11.54,101.09,0.34,0
6.61,300.56,339.58,1.96,139.38,1421.07,9.27,48.23,3.54,1
5.96,74.94,306.59,4.06,547.14,7441.38,9.01,31.54,4.29,0
6.31,389.08,665.09,3.08,289.76,1851.23,0.71,64.04,0.88,0
7.33,77.85,176.96,0.34,93.25,1560.33,8.97,72.68,2.07,1
7.23,389.58,342.82,3.57,226.22,368.04,9.71,13.75,1.75,1
7.98,239.86,189.46,3.65,154.42,1886.13,7.02,32.86,5.19,0
7.07,171.25,138.28,2.58,190.05,105.68,1.21,13.17,4.54,1
7.38,394.5,156.66,2.47,333.25,122.47,10.74,92.78,1.73,0
7.9,170.85,744.86,2.99,281.55,1703.94,8.79,19.04,4.4,0
7.98,375.91,840.82,4.39,317.43,16.17,6.44,69.84,2.95,0
6.52,445.68,239.41,1.15,55.11,21953.3,10.43,82.73,13.84,0
7.81,158.22,1069.09,3.98,131.28,2796.86,8.5,27.58,3.15,0
8.93,759.93,133.35,0.23,119.59,966.98,5.44,53.41,1.04,0
5.74,429.32,155.43,0.59,69.53,1643.51,3.38,8.92,1.54,0
7.89,376.51,364.33,3.15,93.55,1111.54,10.66,20.19,5.42,0
6.49,235.77,114.12,0.65,242.33,2510.98,7.14,104.47,0.27,0
6.9,101.12,464.93,2.82,211.77,622.1,6.5,13.29,2.25,0
7.88,398.36,145.3,1.55,93.81,1013.64,9.44,115.3,2.64,0
8.86,82.54,208.41,2.97,452.37,1143.09,0.76,33.97,11.42,0
6.0,292.42,283.57,2.69,244.23,1199.29,7.28,43.1,5.37,0
7.67,433.4,275.76,1.93,322.39,1308.77,8.18,229.73,0.01,0
6.07,132.15,183.58,3.79,80.05,2722.79,8.79,115.47,0.35,0
6.18,168.95,220.82,2.12,609.81,68.05,9.51,18.68,0.28,0
5.81,373.58,426.35,4.04,220.71,1341.88,5.66,198.6,2.03,0
8.34,325.24,326.45,4.32,376.77,2388.99,8.21,102.84,5.58,0
7.06,120.04,378.24,2.35,199.16,405.64,1.86,54.79,1.75,0
6.15,256.15,316.17,2.06,172.72,387.61,8.73,83.42,0.58,1
7.55,427.58,350.17,1.73,292.49,1509.23,17.37,116.48,3.0,0
7.23,165.08,70.83,0.25,281.25,107.13,8.15,200.01,3.39,0
8.89,411.53,586.96,1.55,323.02,2234.66,2.82,105.03,1.91,0
8.15,239.28,267.34,2.82,377.49,699.01,11.76,104.68,2.18,0
,258.45,398.02,2.9,93.54,1344.27,0.62,137.93,1.79,0
6.69,118.98,345.06,3.98,291.25,140.44,0.8,148.66,1.21,0
9.04,620.84,270.82,1.42,233.29,719.47,0.89,20.86,1.39,0
8.31,103.12,864.66,7.81,254.37,2072.75,4.24,86.48,3.91,0
6.64,66.37,377.43,0.83,184.08,85.91,11.51,24.83,0.21,0
8.19,254.98,1019.77,3.27,313.99,242.85,8.82,121.32,12.2,0
7.57,140.28,197.63,1.82,124.82,1858.5,7.65,32.16,0.14,0
7.92,317.65,655.24,1.59,244.37,975.84,6.79,106.24,2.62,0
8.37,389.25,398.15,3.85,86.26,2522.5,8.54,210.77,4.73,0
7.72,138.54,147.42,2.08,328.64,1997.61,10.18,100.59,3.93,0
8.19,225.93,66.19,1.51,347.44,1442.09,8.2,57.52,4.93,1
7.83,390.41,818.02,1.53,229.46,1192.87,11.76,189.66,1.4,0
6.5,339.93,322.84,1.21,152.64,2475.34,2.3,40.06,4.57,0
8.29,98.03,152.63,0.16,263.89,653.56,11.74,24.01,3.42,0
5.86,279.53,443.0,1.48,89.01,1136.51,8.5,104.27,1.12,0
7.82,229.69,990.04,2.3,347.17,1019.99,1.47,41.64,4.0,0
8.22,389.83,347.45,2.86,335.04,2270.15,7.61,4.94,1.37,0
8.29,696.38,331.34,1.63,95.5,2791.03,10.69,18.37,0.47,0
7.4,858.94,64.66,0.15,117.43,1921.37,11.44,89.68,0.57,0
7.47,81.39,202.66,2.22,220.42,2413.19,5.79,17.18,5.28,0
9.34,423.37,161.11,2.16,370.48,496.79,10.4,118.41,5.08,0
5.01,399.5,651.6,0.08,113.23,2519.02,7.15,82.85,1.64,0
7.34,124.7,345.94,2.83,41.16,1962.06,6.56,124.64,1.4,0
8.25,292.99,258.16,2.65,129.62,449.33,7.37,11.69,4.07,1
6.22,366.43,134.07,3.55,170.69,816.2,6.88,94.86,3.58,1
7.27,426.86,386.9,1.9,145.9,2742.17,8.91,136.5,5.32,0
6.62,211.32,790.12,1.4,152.24,885.58,1.61,103.9,3.79,0
7.71,310.83,270.73,0.36,368.61,1717.13,6.39,135.25,4.68,0
8.19,1077.85,99.78,2.21,139.76,165.22,11.8,98.56,4.26,0
7.26,136.91,102.55,2.2,391.18,1015.17,10.25,77.13,2.04,0
6.91,87.71,220.92,4.49,55.05,12970.41,11.87,125.06,1.38,0
7.14,300.58,202.0,2.55,371.19,2611.62,10.35,79.35,1.15,0
7.72,48.87,348.01,1.22,55.75,1178.8,8.2,23.68,2.03,0
7.49,295.17,69.89,1.1,357.89,23432.87,1.91,40.23,2.18,0
5.04,222.91,238.69,4.19,,163.67,4.76,74.67,2.32,0
,38.3,332.39,3.35,91.08,2058.29,7.03,65.69,6.75,0
7.02,184.49,173.99,1.69,139.46,2479.94,11.69,55.36,3.45,0
7.75,227.99,133.63,2.8,433.9,1349.25,8.66,31.38,1.49,0
8.12,132.51,366.17,1.52,180.35,650.19,10.81,73.24,9.65,0
7.25,170.48,133.63,2.99,475.48,2105.73,7.61,91.03,3.67,0
5.26,182.26,933.83,1.25,95.74,1296.12,5.85,50.93,0.75,0
7.58,408.05,216.67,0.91,84.22,561.39,1.08,42.7,1.8,0
8.15,179.85,756.72,3.64,107.96,355.35,3.7,66.3,1.41,0
7.02,215.41,314.13,4.29,386.55,2071.73,5.78,199.08,1.17,0
6.28,89.11,92.31,2.12,203.0,1361.07,10.9,184.18,1.78,0
5.07,983.31,360.36,4.05,121.39,1618.83,1.96,43.9,0.3,0
8.11,550.3,388.27,0.71,58.65,1549.36,7.55,74.58,5.45,0
6.22,125.49,51.02,1.0,576.2,198.54,3.26,19.61,1.68,0
7.68,205.04,247.57,0.22,363.96,2615.98,6.19,124.89,2.19,0
6.16,532.92,652.23,1.55,315.58,1087.89,8.63,177.33,1.79,0
8.08,400.59,703.59,0.32,392.55,1388.89,8.23,153.18,6.46,0
7.79,385.29,311.18,1.69,21.92,1518.72,5.59,53.38,1.09,1
6.46,24.01,222.47,2.54,383.68,158.44,5.76,45.65,4.03,0
,263.16,379.1,1.18,203.82,15076.82,4.48,10.2,3.2,0
9.96,277.61,199.6,1.2,64.75,1441.95,4.99,169.17,4.68,0
6.35,322.17,330.46,2.13,610.44,2002.23,6.3,110.0,4.9,0
5.3,390.37,91.09,2.46,165.71,29873.59,11.97,43.02,1.11,0
6.35,396.83,1055.57,2.01,53.55,531.08,4.89,105.82,12.73,0
7.55,311.78,188.1,4.07,157.56,2082.61,3.44,57.12,1.83,0
6.09,636.65,199.42,0.25,168.77,2496.76,7.69,107.41,5.33,0
8.02,228.53,227.7,2.34,323.52,2761.94,0.71,94.46,2.67,0
8.07,239.3,565.39,0.76,176.55,534.85,5.76,62.14,4.22,0
8.0,121.19,113.04,2.44,336.87,2220.64,4.68,31.8,4.78,0
8.09,395.26,120.92,0.78,129.49,2321.41,5.91,94.78,1.75,0
8.3,59.64,287.32,3.94,317.44,2361.11,9.12,93.99,3.08,0
6.26,67.22,209.1,3.68,319.38,196.1,9.31,61.15,2.5,1
7.87,252.01,274.04,2.44,83.11,552.66,10.13,127.02,0.47,0
9.69,221.21,22.14,4.29,366.38,589.66,10.21,1.9,0.33,0
8.48,440.72,329.43,4.0,290.11,2762.52,4.2,7.97,12.1,0
6.6,954.94,966.55,4.31,221.32,2152.46,12.5,39.0,3.06,0
8.97,406.18,395.06,1.32,171.09,1542.98,5.38,23.2,5.17,0
7.6,313.92,26.59,2.57,134.95,2066.01,11.41,229.34,1.3,0
7.21,285.7,114.2,1.17,,2658.57,10.66,85.33,2.82,0
8.38,168.04,196.46,1.87,369.54,2440.77,8.33,86.88,1.54,0
6.69,116.21,164.99,1.59,321.4,1377.44,4.06,57.01,0.45,1
7.03,83.48,125.19,1.29,283.92,2277.94,10.68,184.82,4.07,0
7.5,277.33,60.4,3.06,58.33,137.57,6.66,30.85,7.12,0
7.98,211.17,166.67,2.08,281.58,22262.1,10.6,117.69,4.53,0
5.08,432.55,205.05,2.4,186.68,1154.66,9.9,13.52,3.16,0
7.33,224.98,274.11,3.55,486.2,13904.04,2.47,11.68,0.99,0
6.96,60.34,169.2,0.09,241.17,1812.65,1.64,53.37,1.24,0
7.51,1055.46,342.3,1.35,299.47,391.97,9.44,54.86,3.77,0
7.98,402.38,343.67,4.88,156.92,1345.45,8.57,109.08,4.46,0
6.43,187.11,248.48,3.44,218.73,493.3,5.09,30.31,3.45,1
6.58,141.07,564.8,4.42,157.46,2695.5,3.82,18.5,3.92,0
7.27,95.46,237.63,2.13,122.77,921.32,7.82,20.76,4.92,1
7.55,109.17,342.09,1.39,396.02,29.44,3.26,99.1,2.87,0
8.36,223.09,379.99,1.79,184.1,1958.65,7.89,1.1,1.85,0
8.16,194.52,386.89,0.76,309.35,,6.67,1.72,3.53,0
6.74,73.1,695.45,2.46,104.32,2551.12,4.22,78.4,4.2,0
6.75,209.38,305.01,4.0,337.36,403.1,2.83,70.48,6.95,0
7.38,199.07,1046.85,1.59,72.75,602.55,5.95,133.23,4.54,0
6.54,142.68,208.12,4.1,278.12,59.09,10.81,98.95,4.19,0
7.87,385.56,205.74,0.15,196.15,2122.82,9.77,79.79,5.71,0
6.15,408.95,61.31,2.78,106.75,296.04,4.91,84.24,2.77,0
7.05,140.34,368.32,1.47,276.11,1023.1,11.61,93.82,5.26,0
7.37,854.86,760.94,2.8,72.39,584.9,17.6,46.47,5.14,0
7.89,262.23,318.92,1.68,367.67,1409.37,9.73,138.48,2.83,0
7.0,278.31,272.94,2.1,267.03,235.42,7.82,98.19,2.3,1
7.07,159.61,275.06,0.32,312.55,310.56,0.57,98.38,0.44,1
,928.59,103.82,0.46,283.41,1082.95,0.97,72.88,0.56,0
8.19,24.93,282.76,0.98,65.05,739.89,4.37,20.23,4.14,0
6.02,42.03,510.48,1.59,313.55,1821.98,7.64,6.79,3.51,0
9.51,335.44,72.73,0.56,139.96,600.74,5.23,16.06,1.86,0
7.32,345.53,129.01,2.24,345.6,1998.73,2.74,21.27,3.95,0
7.3,209.75,741.49,0.77,538.3,74.26,7.43,105.68,1.92,0
7.27,803.18,94.61,3.78,145.05,1394.96,0.45,160.14,3.6,0
8.32,265.46,166.17,0.34,210.78,117.75,6.71,8.29,4.78,1
6.73,925.81,351.79,3.76,280.75,2233.36,8.81,71.66,0.1,0
8.24,425.55,568.88,8.71,61.98,623.44,6.07,117.81,1.49,0
7.01,356.34,329.21,1.45,360.96,108.93,11.84,18.09,3.33,0
,63.91,125.25,1.89,352.73,1572.18,2.97,71.4,2.24,0
6.51,272.8,286.2,2.95,122.48,1482.54,10.76,121.27,1.95,0
9.3,1086.61,126.66,0.49,359.68,2127.15,0.2,36.76,5.04,0
7.84,285.06,922.85,2.46,146.29,1315.91,8.86,66.13,4.14,0
,409.25,210.77,0.12,227.78,2376.67,7.82,50.27,3.41,0
8.05,106.8,254.21,3.78,183.05,463.36,9.39,7.22,0.21,1
7.86,254.62,868.29,2.33,321.95,1217.57,2.28,86.33,1.64,0
8.25,440.98,48.78,2.68,146.39,2243.07,8.71,0.21,3.28,0
6.12,888.74,309.75,0.92,208.8,2301.79,2.92,23.27,5.2,0
6.64,839.87,366.69,2.64,179.48,338.84,1.52,68.6,5.1,0
6.87,210.59,256.67,3.98,290.93,1037.44,4.22,110.81,1.16,0
6.48,745.88,486.52,3.04,280.27,338.87,9.01,53.36,2.52,0
5.2,116.56,338.64,1.2,153.45,2652.47,4.14,101.08,1.1,0
7.57,1016.82,251.56,4.07,389.12,2624.22,11.24,94.47,2.21,0
5.35,325.7,280.64,2.4,55.48,86.3,10.62,59.75,5.11,0
8.37,236.73,63.93,0.45,315.02,2162.97,5.32,25.72,1.88,0
6.05,594.93,802.52,1.23,26.37,543.97,8.03,88.49,2.53,0
5.92,442.05,346.79,4.12,360.77,30850.72,7.17,40.75,1.08,0
6.12,67.18,191.55,0.78,71.26,2557.5,11.88,129.22,3.25,0
5.05,237.13,208.51,3.42,407.04,1555.25,9.27,69.13,3.24,0
7.56,604.01,338.88,3.38,249.34,550.18,3.5,33.35,1.25,0
8.1,309.89,134.87,2.0,182.01,1988.01,7.37,25.32,0.03,0
7.07,191.26,99.22,1.5,661.63,3.64,10.44,172.84,3.0,0
6.99,377.12,87.04,6.34,95.91,1776.65,7.15,21.97,4.32,0
7.09,120.79,941.77,1.0,113.32,386.12,9.36,53.91,2.6,0
8.74,149.69,211.8,0.28,391.69,441.22,10.71,103.25,1.05,0
6.67,27.76,172.16,1.34,428.25,822.87,6.34,107.3,0.98,0
6.66,841.32,312.44,2.75,113.6,666.98,1.03,37.48,0.52,0
,185.89,304.04,3.55,232.66,1142.48,1.47,167.44,1.9,0
6.82,302.09,243.68,2.29,226.48,2535.0,3.29,89.24,2.57,0
8.22,243.31,382.63,0.23,255.97,1673.23,2.95,125.37,0.28,0
6.01,324.1,305.91,3.97,320.56,2585.32,11.33,50.61,0.93,0
5.97,508.0,192.05,0.6,307.43,1957.41,4.61,13.18,3.73,0
6.94,425.19,198.14,4.23,183.39,1289.18,11.49,47.85,10.23,0
9.53,137.56,219.08,4.1,232.27,2331.69,8.58,17.18,10.94,0
7.63,68.36,156.91,1.78,167.34,1077.05,6.52,4.48,4.18,1
6.74,309.35,195.65,0.72,177.08,366.03,2.44,117.78,4.05,0
6.64,211.58,1090.96,1.2,266.44,1649.99,11.39,186.19,4.84,0
6.72,207.05,341.39,2.63,764.42,1827.05,11.12,20.97,1.29,0
6.93,79.36,138.95,0.5,208.86,2736.82,9.57,38.14,5.11,0
7.3,416.12,389.75,1.66,327.49,1019.39,7.53,49.9,1.18,0
6.17,240.94,223.44,4.13,132.81,794.97,7.12,129.32,2.49,0
8.11,264.92,198.6,3.2,115.03,315.74,2.13,56.48,3.58,1
6.71,96.97,158.0,2.39,245.86,1027.32,8.13,34.08,1.7,1
5.01,397.81,343.02,4.07,335.86,1823.59,4.58,90.51,4.45,0
6.67,1067.69,386.61,0.06,75.73,1443.83,4.73,50.45,1.11,0
8.18,211.92,,2.11,244.3,653.19,9.29,91.23,3.82,1
7.09,275.86,235.25,4.37,301.88,1238.97,1.68,62.06,1.12,0
7.94,99.74,714.25,4.78,241.53,878.02,9.61,50.37,1.78,0
7.04,329.23,130.32,0.91,335.06,982.83,6.84,81.14,1.79,1
6.75,367.39,125.34,3.96,405.11,211.26,11.18,97.02,3.49,0
7.54,55.69,182.84,2.44,390.84,778.11,10.23,2.75,1.6,0
8.04,77.74,341.83,3.24,92.79,2190.67,2.93,13.71,0.77,0
7.61,287.53,246.7,2.89,95.3,2425.04,9.62,122.21,3.65,0
8.39,42.87,694.12,0.71,161.93,1720.82,7.59,2.45,1.6,0
6.49,167.8,602.39,1.42,132.61,64.86,10.34,46.69,2.41,0
6.51,424.88,309.93,1.54,339.75,2052.05,11.92,18.55,1.29,0
6.45,291.84,268.7,2.27,95.87,2713.02,1.12,82.66,3.05,0
7.4,664.19,711.29,3.2,269.92,1918.41,7.13,32.77,8.86,0
8.26,127.07,877.85,0.98,59.23,2625.45,0.53,26.64,10.05,0
7.21,103.36,350.3,3.15,222.71,119.76,7.94,106.33,3.31,0
7.1,336.93,211.17,3.57,117.92,2149.82,8.62,48.47,0.57,0
7.8,160.53,371.99,3.9,269.17,1311.84,1.58,120.44,4.99,0
7.63,370.71,395.59,4.01,131.03,2537.18,8.27,54.26,5.19,0
7.76,240.27,176.88,4.26,325.93,1970.82,0.58,11.75,11.14,0
6.56,328.08,1033.88,2.36,289.57,1773.59,2.65,214.95,0.85,0
7.15,136.85,240.29,2.42,202.46,415.81,7.47,51.95,2.63,1
6.67,446.06,217.71,3.93,391.47,1583.02,2.64,60.77,5.4,0
8.39,486.64,290.05,3.68,720.24,2107.16,2.86,4.48,2.94,0
6.8,11.54,66.34,0.16,272.91,2466.97,2.07,49.91,1.18,0
6.37,77.38,292.96,4.02,222.27,1116.48,5.24,73.21,5.08,0
6.5,181.88,328.17,1.7,63.96,586.07,7.9,82.86,4.39,1
7.08,344.04,252.48,4.26,53.91,355.8,8.31,35.6,1.37,0
6.04,196.66,176.0,3.32,54.6,1652.28,11.98,49.25,1.65,0
7.07,248.91,351.01,2.14,315.38,2346.43,3.42,29.53,0.94,0
9.97,192.22,840.37,2.4,295.5,2395.96,6.64,82.72,2.87,0
5.56,306.46,307.64,2.04,220.44,2626.63,6.85,76.94,6.73,0
6.13,418.91,964.38,4.03,30.66,1799.3,8.59,88.01,0.43,0
7.92,150.82,879.5,2.77,326.65,1422.58,11.0,50.23,5.43,0
7.67,176.51,157.51,3.38,198.81,461.69,2.72,52.93,0.26,1
9.54,340.81,369.82,1.22,290.42,132.33,7.45,6.8,3.89,0
9.73,230.79,93.29,1.3,602.18,2070.88,6.25,15.5,1.07,0
7.28,328.26,258.77,3.32,397.36,377.63,8.34,164.52,9.62,0
6.3,170.21,906.29,1.9,197.04,1350.73,10.7,77.65,1.24,0
7.38,188.61,347.21,0.7,51.36,537.94,4.71,182.13,3.48,0
,288.37,174.88,1.73,99.58,925.54,8.84,8.09,0.58,1
6.95,171.55,571.42,0.05,202.78,2198.12,10.96,125.24,1.26,0
7.8,47.53,221.15,1.89,352.31,755.58,5.07,123.89,1.9,0
6.4,402.09,359.91,4.35,14.45,2092.74,1.61,50.61,0.44,0
5.77,154.63,341.36,3.45,321.94,2065.1,9.57,96.79,1.09,0
7.28,163.69,136.59,3.11,35.95,2726.32,11.05,37.07,3.59,0
8.44,187.39,355.49,1.87,140.89,677.96,10.81,37.11,4.58,0
9.69,47.39,249.46,7.16,71.43,2540.34,11.33,73.07,2.28,0
6.41,353.91,518.95,2.57,11.22,702.58,4.43,25.21,1.39,0
6.18,210.81,71.63,3.24,,1262.58,11.68,27.56,3.15,0
8.34,403.37,105.66,0.9,153.25,45.71,7.36,95.07,12.64,0
9.46,227.88,399.51,2.86,399.63,1696.86,11.7,110.49,1.46,0
6.0,89.8,927.35,2.83,108.47,1371.55,5.19,85.5,4.41,0
6.94,10.81,203.82,2.49,180.49,3098.24,0.62,24.5,5.3,0
,616.19,433.72,2.7,189.86,1462.06,14.0,72.52,5.27,0
7.68,915.31,219.09,2.33,83.11,2721.91,2.73,69.53,1.97,0
7.81,351.42,183.27,3.57,241.87,360.45,11.63,104.79,2.6,0
7.35,875.22,523.43,0.14,252.29,2367.14,0.98,102.81,5.01,0
7.44,421.91,42.22,1.27,376.46,2511.7,7.84,114.93,1.72,0
6.97,221.18,223.23,1.32,333.9,1682.54,6.0,128.99,2.34,0
5.45,67.16,350.07,0.49,349.45,2020.7,9.68,118.0,2.65,0
,266.96,78.17,2.76,381.53,1653.26,1.03,106.47,1.49,0
8.36,192.56,1076.62,3.24,62.94,2192.71,9.3,151.19,1.24,0
8.0,63.46,1012.42,1.04,73.76,1539.24,5.69,83.32,4.12,0
7.61,207.78,809.23,1.58,36.67,2444.41,5.47,88.57,5.33,0
8.3,788.02,346.16,0.95,122.79,892.74,5.7,104.91,4.4,0
7.86,112.15,87.32,2.04,290.5,845.45,9.81,23.16,1.52,1
5.1,86.85,214.32,2.49,95.78,449.48,6.14,58.84,3.11,0
5.66,774.23,343.25,0.46,222.49,1872.1,10.15,8.15,3.86,0
7.34,308.84,51.51,3.76,70.77,2363.56,8.6,108.9,3.96,0
6.9,306.27,109.48,1.62,166.62,618.08,8.94,46.18,1.36,1
8.48,236.32,347.36,4.21,392.15,2487.01,5.88,103.6,1.39,0
6.15,905.54,342.4,2.1,93.2,1076.77,6.68,54.31,0.75,0
7.77,88.27,158.65,4.4,185.6,1476.6,4.63,105.6,2.76,0
5.66,283.83,1036.56,2.99,78.36,2012.2,6.73,29.28,2.78,0
8.08,253.07,85.02,3.18,265.64,1250.78,11.96,174.68,1.36,0
7.74,173.03,132.05,3.28,115.88,1178.23,10.35,149.43,4.44,0
6.58,292.27,278.81,4.09,74.01,83.26,9.13,57.41,0.07,0
8.14,100.42,156.13,2.94,369.15,210.26,2.97,30.38,3.38,0
8.78,369.5,656.0,3.58,350.47,2749.58,6.6,110.19,3.1,0
7.75,267.75,149.21,4.37,371.93,638.19,3.2,122.1,3.16,0
6.67,788.27,283.6,3.45,218.4,683.96,6.38,29.09,0.65,0
8.1,820.98,79.86,1.77,258.2,600.69,7.18,9.77,4.65,0
7.15,374.82,63.0,4.09,164.8,1403.82,10.71,53.52,3.77,0
7.39,400.13,132.29,0.05,66.82,1819.08,5.99,84.21,4.55,0
7.31,410.94,222.67,1.21,309.95,36671.7,7.16,24.89,1.41,0
7.72,277.78,1008.19,3.07,94.97,2628.08,6.88,21.74,4.65,0
7.68,431.2,331.58,0.19,793.15,1887.62,7.03,79.04,1.55,0
7.04,44.79,232.03,0.23,345.98,264.84,7.52,98.58,2.67,0
7.8,418.67,189.74,3.23,363.39,6321.5,7.42,4.11,0.86,0
7.81,427.74,356.18,2.37,586.2,672.83,15.7,173.12,2.13,0
6.41,557.92,327.95,0.94,233.42,3.95,8.3,79.89,2.22,0
8.38,273.77,346.95,3.5,734.14,242.07,10.72,16.77,0.78,0
6.69,313.49,342.04,1.83,251.17,1865.01,8.14,37.26,1.95,0
6.01,228.06,842.04,3.27,137.74,2763.85,6.39,73.41,1.79,0
6.94,234.43,176.82,0.74,311.72,2113.81,7.55,21.66,5.31,0
8.3,416.9,167.05,0.75,204.68,1586.78,9.79,104.4,1.36,0
9.07,343.98,291.34,0.05,289.98,1711.66,4.4,20.91,5.28,0
8.49,318.19,101.42,0.41,278.21,355.03,17.49,117.82,6.85,0
5.86,1083.7,143.56,3.52,95.27,1523.96,17.33,84.14,2.58,0
5.73,420.17,305.63,2.66,679.55,2135.49,7.77,50.18,2.79,0
8.01,42.38,149.51,3.73,79.95,1180.72,9.58,88.76,1.28,0
5.64,336.16,301.91,3.54,357.25,2202.75,5.77,28.82,4.61,0
7.4,184.07,668.11,8.1,263.7,2131.9,0.15,117.73,1.68,0
